0.000000000000000000e+00,6.957987847834232187e-02
1.000000000000000021e-03,5.693201749643214682e-02
2.000000000000000042e-03,3.067295412819130013e-02
3.000000000000000062e-03,-1.945419291286100416e-02
4.000000000000000083e-03,2.411724782785242688e-02
5.000000000000000104e-03,7.791498190587563266e-02
6.000000000000000125e-03,6.220013211547187337e-02
7.000000000000000146e-03,-4.111053316226437326e-03
8.000000000000000167e-03,8.599536311218032580e-02
9.000000000000001055e-03,1.297865308362179393e-01
1.000000000000000021e-02,7.936922885218260226e-02
1.099999999999999936e-02,7.838659159256004816e-02
1.200000000000000025e-02,6.526870932439762796e-02
1.300000000000000114e-02,1.541769203379989850e-01
1.400000000000000029e-02,7.628731506753860803e-02
1.499999999999999944e-02,8.549264957211680227e-02
1.600000000000000033e-02,1.510580265038793113e-01
1.700000000000000122e-02,6.203763059239790489e-02
1.800000000000000211e-02,1.148788180162507722e-01
1.899999999999999953e-02,8.448454043698788718e-02
2.000000000000000042e-02,9.121912576602818346e-02
2.100000000000000130e-02,5.944035903394455367e-02
2.199999999999999872e-02,2.704952417257445729e-01
2.299999999999999961e-02,1.957993059732516250e-01
2.400000000000000050e-02,2.486783244022254535e-01
2.500000000000000139e-02,2.312726900049246470e-01
2.600000000000000228e-02,2.200135508736125178e-01
2.699999999999999969e-02,1.960491500556352518e-01
2.800000000000000058e-02,3.272952060677303820e-01
2.900000000000000147e-02,3.186831341058381506e-01
2.999999999999999889e-02,2.191536835400428040e-01
3.099999999999999978e-02,2.713092695997045278e-01
3.200000000000000067e-02,2.413701855455408496e-01
3.300000000000000155e-02,2.793297441095340949e-01
3.400000000000000244e-02,2.286734334307323480e-01
3.500000000000000333e-02,4.084339646883290431e-01
3.600000000000000422e-02,3.802670218897848953e-01
3.699999999999999817e-02,3.900396515114874507e-01
3.799999999999999906e-02,4.695195233960740566e-01
3.899999999999999994e-02,4.818952867478419888e-01
4.000000000000000083e-02,4.400275395870191786e-01
4.100000000000000172e-02,3.984290244076545418e-01
4.200000000000000261e-02,4.737609686081696858e-01
4.300000000000000350e-02,5.095822841400087233e-01
4.399999999999999745e-02,4.751166460727632712e-01
4.499999999999999833e-02,5.996728255695186194e-01
4.599999999999999922e-02,5.819435686904872451e-01
4.700000000000000011e-02,5.763480680109710486e-01
4.800000000000000100e-02,5.364154997191357133e-01
4.900000000000000189e-02,6.638174316720405477e-01
5.000000000000000278e-02,6.756055087596848363e-01
5.100000000000000366e-02,6.940125137433845737e-01
5.200000000000000455e-02,6.343381863991691683e-01
5.299999999999999850e-02,6.682595190919874417e-01
5.399999999999999939e-02,7.909060832161605159e-01
5.500000000000000028e-02,7.676048125955033941e-01
5.600000000000000117e-02,6.992029423215869732e-01
5.700000000000000205e-02,7.620419829519138322e-01
5.800000000000000294e-02,7.786176410756556754e-01
5.900000000000000383e-02,8.076876581642988828e-01
5.999999999999999778e-02,8.348284144309657817e-01
6.099999999999999867e-02,8.762498819603846689e-01
